"Car.WheelSpd_FL","Car.WheelSpd_FR","Car.WheelSpd_RL","Car.WheelSpd_RR","Car.ax","Car.v","Time"
33.90483475,33.94150162,33.72757721,33.73853302,5.342342854,10.69011688,1.661
34.06933594,34.10545731,33.89428711,33.90500259,5.311996937,10.74340534,1.671
34.23305893,34.26858139,34.06013107,34.07061386,5.281836987,10.79638863,1.681
34.39580154,34.43094254,34.22515106,34.23538589,5.252012253,10.84907055,1.691
34.55769348,34.59246826,34.38933182,34.3993187,5.222443581,10.90145397,1.701
34.71876144,34.75325394,34.5526619,34.56240463,5.192910671,10.95354176,1.711
34.87908554,34.91336441,34.7151947,34.72468948,5.163908958,11.00533581,1.721
35.0386734,35.07271576,34.87693405,34.88619232,5.135705471,11.05684185,1.731
35.19764328,35.23117447,35.03787613,35.04692459,5.107926369,11.10806751,1.741
35.35590363,35.38875961,35.19804764,35.20690536,5.080629826,11.15901661,1.751
35.51343536,35.54562378,35.35744476,35.36613083,5.053711414,11.20969486,1.761
35.67023087,35.70181274,35.51606369,35.52460861,5.027201176,11.26010513,1.771
35.82627106,35.85738754,35.67389297,35.68231583,5.000881672,11.31025124,1.781
35.98156357,36.01230621,35.83093262,35.8392601,4.974897385,11.36013508,1.791
36.13597107,36.16656113,35.98723221,35.99547577,4.949328423,11.40976143,1.801
36.28959656,36.32010269,36.14276886,36.15092087,4.924050331,11.45913315,1.811
36.44254684,36.47291183,36.29753113,36.30558014,4.898822784,11.50825405,1.821
36.59486008,36.6249733,36.45150375,36.4594574,4.873672485,11.55712223,1.831
36.74644852,36.7763176,36.60469818,36.61255646,4.848731518,11.60574055,1.841
36.89722061,36.92684174,36.75704575,36.76480484,4.823543549,11.654109,1.851
37.04716873,37.07653427,36.90853882,36.91620636,4.79796648,11.70222473,1.861
37.1962738,37.2254715,37.05917358,37.0667572,4.772161007,11.75008392,1.871
37.34456253,37.37361526,37.20895386,37.21646118,4.746421337,11.79768658,1.881
37.49154663,37.52044678,37.35746002,37.36488724,4.718624115,11.84502888,1.891
37.63594055,37.6644783,37.50389862,37.51126862,4.680158138,11.89205265,1.901
37.7779808,37.80607605,37.6483345,37.65563583,4.633252621,11.93865299,1.911
37.9179039,37.94539642,37.79080963,37.79805374,4.581756115,11.98476219,1.921
37.80861664,37.81814194,37.76672745,37.7682457,2.920602322,12.02254868,1.931
37.89921188,37.91433334,37.8420372,37.84360504,2.725048065,12.05061913,1.941
37.92327499,37.93398666,37.89069366,37.89199066,2.433676481,12.07679462,1.951
37.94963074,37.95915985,37.93822861,37.93882751,2.111611843,12.09954643,1.961
38.01499939,38.02459335,38.01360703,38.01425934,2.123821735,12.12029552,1.971
38.11619568,38.12740707,38.11721039,38.11873627,2.462680578,12.14269066,1.981
38.23305511,38.24684525,38.23421097,38.23696899,2.878844976,12.1690197,1.991
38.34754181,38.36304474,38.34934235,38.35308075,3.161137342,12.19908333,2.001
38.44958878,38.46512222,38.45317841,38.45732498,3.23326683,12.23111725,2.011
38.53570938,38.54994965,38.54239273,38.54636383,3.121212006,12.26306915,2.021
38.60656738,38.61860657,38.61736679,38.62065887,2.88884449,12.29334831,2.031
38.66379929,38.67380905,38.67951584,38.68208313,2.596958876,12.32101536,2.041
38.70944595,38.71755219,38.73077774,38.7323494,2.286425114,12.34565449,2.051
38.84236526,38.84920502,38.87200165,38.87267685,2.381276369,12.36725426,2.061
39.3425827,39.39187622,39.2692337,39.28827667,6.017916203,12.41051769,2.071
39.5831871,39.61154175,39.52732086,39.54203415,6.079616547,12.46914101,2.081
39.84699249,39.88889694,39.73823166,39.75244522,6.478845596,12.53237629,2.091
40.15129089,40.19859314,39.99150085,40.00910187,6.831031322,12.59871674,2.101
40.41713333,40.47170258,40.21084976,40.22812653,6.935082436,12.66783714,2.111
40.68499756,40.74433136,40.43235016,40.44990158,6.924315453,12.73722172,2.121
40.95387268,41.0174408,40.65198898,40.67004013,6.936015129,12.80667782,2.131
41.21986008,41.28931808,40.8725853,40.8905983,6.943026066,12.87621117,2.141
41.48394775,41.56174469,41.09219742,41.11013031,6.954115391,12.94582081,2.151
41.74352646,41.83247375,41.31100082,41.3289032,6.961652756,13.01551437,2.161
42.00127411,42.09819412,41.52993774,41.54779434,6.970151424,13.08528328,2.171
42.25507736,42.35968399,41.74863434,41.76691818,6.977174282,13.15512657,2.181
42.50870132,42.61757278,41.96694183,41.9858551,6.983140945,13.22502899,2.191
42.75763321,42.87438583,42.18523026,42.20400238,6.99054718,13.29499245,2.201
43.00252533,43.1296196,42.40314484,42.42154312,6.996244907,13.36501408,2.211
43.2449379,43.38030243,42.62058258,42.63900757,7.002968311,13.43509293,2.221
43.48495483,43.62615967,42.83792877,42.85656738,7.008676052,13.50522327,2.231
43.72085571,43.86835861,43.05546188,43.07397461,7.014883041,13.57540226,2.241
43.95227432,44.10703659,43.27305984,43.2915535,7.020011425,13.64562702,2.251
44.18067169,44.34051132,43.49094391,43.50960922,7.025019646,13.71589184,2.261
44.40651703,44.56932449,43.70920944,43.7279129,7.030129433,13.78618908,2.271
44.62798691,44.79536819,43.92773819,43.94609833,7.03413868,13.85651684,2.281
44.84618378,45.01767349,44.14645004,44.16474533,7.038260937,13.92686558,2.291
45.06017685,45.23102951,44.36594772,44.38452148,7.042075634,13.9972477,2.301
45.27190781,45.43769455,44.58638,44.60539627,7.043111324,14.06764317,2.311
45.48175049,45.64260101,44.80760193,44.82691956,7.042992115,14.13803387,2.321
45.68933868,45.84806442,45.02950668,45.04893112,7.041623116,14.20841217,2.331
45.89656448,46.05470276,45.2519722,45.27141953,7.039457321,14.27876854,2.341
46.10461807,46.26221848,45.47490692,45.49435425,7.037047863,14.34910011,2.351
46.31413269,46.47042847,45.69816971,45.71770096,7.03537178,14.41940403,2.361
46.52514648,46.67962646,45.92134476,45.94107056,7.031962395,14.48968315,2.371
46.73763275,46.8903923,46.14497375,46.16481781,7.02772522,14.55992985,2.381
46.95162201,47.10318375,46.36931992,46.38921356,7.023732662,14.63014126,2.391
47.16715622,47.31784821,46.59409332,46.61393738,7.020012379,14.7003212,2.401
47.38433075,47.53412628,46.81892014,46.83870697,7.016510487,14.77047253,2.411
47.60308456,47.75188828,47.04359818,47.06339264,7.013166428,14.84059906,2.421
47.8232193,47.97112274,47.26802444,47.2879715,7.010191441,14.91070175,2.431
48.04454803,48.19173431,47.49213409,47.5121994,7.007450581,14.98078346,2.441
48.26696396,48.41355896,47.71589661,47.73606491,7.004985809,15.05084801,2.451
48.49032974,48.63643265,47.93928528,47.95957184,7.002744198,15.12089539,2.461
48.71450043,48.86022186,48.16230011,48.18270111,7.000855446,15.19092941,2.471
48.93927765,49.08480072,48.3849411,48.40538788,6.999205589,15.260952,2.481
49.16451263,49.31005478,48.60723114,48.6276741,6.997776031,15.33096409,2.491
49.3901062,49.53584671,48.82917786,48.84959793,6.996544838,15.40096664,2.501
49.61596298,49.76202774,49.05080414,49.07120514,6.995501995,15.47096252,2.511
49.84200287,49.98846817,49.27213287,49.29252243,6.994627476,15.54095173,2.521
50.06812286,50.21508026,49.49321747,49.51357651,6.993865013,15.61093616,2.531
50.29424286,50.44176483,49.71408081,49.73439789,6.993320942,15.68091583,2.541
50.520298,50.66841125,49.93468857,49.95500946,6.99287796,15.75089169,2.551
50.74624634,50.89493942,50.1550827,50.17545319,6.992521286,15.82086563,2.561
50.97204208,51.12128448,50.37531662,50.39575195,6.992233276,15.89083576,2.571
51.19763565,51.34741974,50.59542465,50.61593246,6.991997719,15.96080303,2.581
51.42298508,51.57333374,50.81545258,50.83602524,6.991802692,16.03076744,2.591
51.64806366,51.79899979,51.03541565,51.05605316,6.991632462,16.1007309,2.601
51.87287521,52.02438736,51.25534058,51.27604294,6.991479874,16.17069054,2.611
52.09741592,52.24949646,51.47525024,51.49601364,6.99131918,16.24064827,2.621
52.32167053,52.47436523,51.69515991,51.71598434,6.991159916,16.31060219,2.631
52.54564285,52.69897079,51.91509247,51.93597031,6.990999222,16.38055229,2.641
52.62493896,52.7728157,52.03125381,52.04978561,6.588507175,16.44986725,2.651
52.58443069,52.67091751,52.15502167,52.17131042,5.760393143,16.51212311,2.661
52.62332535,52.68529129,52.26303864,52.27673721,5.13543129,16.56689453,2.671
52.6927681,52.74729919,52.38150024,52.39340591,4.758273602,16.61648178,2.681
52.79009247,52.84020996,52.50968552,52.52080536,4.574306011,16.66313934,2.691
52.90579605,52.95349884,52.64639664,52.65731812,4.517838478,16.70853996,2.701
53.03240585,53.07854843,52.78905106,52.80004501,4.527763844,16.75369453,2.711
53.16471863,53.20980453,52.9348526,52.94615173,4.560421944,16.79907417,2.721
53.29956055,53.34370804,53.08169556,53.09328842,4.59172821,16.84479332,2.731
53.43526459,53.47854614,53.2281723,53.24011612,4.611068726,16.89078712,2.741
53.57115173,53.61353683,53.37364197,53.38593674,4.616653442,16.93692017,2.751
53.7069931,53.74845886,53.518116,53.53047943,4.610849857,16.98306274,2.761
53.84303665,53.88365555,53.66139603,53.67380524,4.596478939,17.02911758,2.771
53.97986221,54.01973724,53.80344391,53.81595612,4.577870846,17.0750103,2.781
54.11702347,54.15615463,53.94464493,53.95731735,4.558544636,17.12071228,2.791
54.25357056,54.29290771,54.08537674,54.09815216,4.540048122,17.16622162,2.801
54.38999176,54.42986679,54.22574615,54.23846817,4.522790909,17.21154976,2.811
54.52680206,54.56639862,54.36579895,54.37845612,4.506323338,17.25670433,2.821
54.66411972,54.70239258,54.50556564,54.51819992,4.490529537,17.30169487,2.831
54.80118942,54.8387413,54.64513016,54.65768051,4.474711418,17.3465271,2.841
54.9382782,54.97546768,54.78449249,54.79687119,4.458746433,17.3911953,2.851
55.07565308,55.11210632,54.9236145,54.93589401,4.442657471,17.43570137,2.861
55.21322632,55.24882126,55.06250381,55.07477188,4.426550865,17.48004341,2.871
55.35043335,55.38583755,55.20129395,55.21352005,4.410480499,17.52422333,2.881
55.48733139,55.52318192,55.34001923,55.35212708,4.393772602,17.56824112,2.891
55.62487793,55.66102982,55.47847366,55.49044037,4.377039433,17.61209106,2.901
55.76300812,55.7984848,55.61676025,55.62868881,4.360670567,17.65577507,2.911
55.90128326,55.93588638,55.75489044,55.76680756,4.345056057,17.69930077,2.921
56.03899002,56.0735321,55.89297485,55.90477753,4.329956532,17.74267006,2.931
56.17623901,56.21134567,56.03097534,56.04258347,4.315317154,17.78589439,2.941
56.31348419,56.34915543,56.16884995,56.18023682,4.301054955,17.82897377,2.951
56.45083237,56.48677063,56.3065834,56.31775284,4.287847996,17.87191772,2.961
56.58832932,56.62381363,56.4441185,56.45511246,4.274899006,17.91473007,2.971
56.72577667,56.76079178,56.58141327,56.59230804,4.262020111,17.95741653,2.981
56.86305237,56.89777756,56.71854782,56.72937775,4.2492342,17.99997711,2.991
57.00013733,57.03473663,56.85544205,56.86623764,4.236762047,18.04241562,3.001
57.13703537,57.17159653,56.99202347,57.0028038,4.224836826,18.08473206,3.011
57.27365112,57.30830002,57.12824249,57.13902664,4.213625431,18.12693596,3.021
57.40984344,57.44481659,57.26409531,57.2748642,4.202994823,18.16903305,3.031
57.54579544,57.58107758,57.39953995,57.41031265,4.192251682,18.21102715,3.041
57.68196869,57.71741104,57.53443527,57.5452652,4.182522297,18.25292397,3.051
57.81812286,57.8539505,57.66876984,57.67963028,4.173347473,18.29472542,3.061
57.95380402,57.99001312,57.80264664,57.8135376,4.165496826,18.33643913,3.071
58.08875656,58.12548447,57.9360733,57.94698715,4.158623695,18.37808037,3.081
58.22309875,58.26025772,58.06901169,58.07995987,4.152316093,18.41965485,3.091
58.35675049,58.39432526,58.20145416,58.21244431,4.146246433,18.46116638,3.101
58.48970795,58.52767181,58.33340073,58.34442902,4.14019537,18.50261497,3.111
58.6219635,58.66028595,58.46485138,58.47590637,4.134027004,18.54400253,3.121
58.75351715,58.79218292,58.59580612,58.60688019,4.127829075,18.58532524,3.131
58.88441467,58.92339706,58.72619247,58.73731995,4.121265411,18.6265831,3.141
59.01467896,59.05395126,58.85612488,58.86724854,4.114327431,18.66777229,3.151
59.14431381,59.18386841,58.98563004,58.99675369,4.107093334,18.7088871,3.161
59.27337265,59.31309891,59.11470032,59.12584686,4.099563122,18.74992943,3.171
59.40193558,59.44149399,59.24332428,59.25453568,4.091955662,18.79089355,3.181
59.52996826,59.56932449,59.37147522,59.38277817,4.084139347,18.83177948,3.191
59.65749741,59.69665527,59.49915314,59.51057053,4.076126575,18.8725872,3.201
59.78453827,59.82351685,59.62635803,59.63791656,4.06794548,18.91331291,3.211
59.91110992,59.94992828,59.75310516,59.76482391,4.05962038,18.9539547,3.221
60.03723145,60.07589722,59.87939835,59.89130402,4.051151276,18.99451447,3.231
60.16291428,60.2014389,60.00525665,60.01737213,4.042592525,19.0349865,3.241
60.28817368,60.32657242,60.13069916,60.143013,4.033937931,19.0753746,3.251
60.41298676,60.45132065,60.25574112,60.26823807,4.02525568,19.11567497,3.261
60.53726578,60.57571793,60.38041687,60.39307404,4.016457081,19.1558876,3.271
60.66116333,60.69974899,60.50472641,60.51751709,4.007493973,19.1960125,3.281
60.78472137,60.82341385,60.62866974,60.64158249,3.998365164,19.23604774,3.291
60.90795898,60.94672775,60.75226974,60.76528549,3.989100456,19.27598953,3.301
61.03088379,61.06970596,60.87553787,60.88863754,3.979733467,19.31583786,3.311
61.15350342,61.19235992,60.99848175,61.01164627,3.970290899,19.35559464,3.321
61.27582169,61.31470108,61.12111664,61.13433456,3.960808039,19.39525414,3.331
61.39785767,61.43674469,61.24345398,61.25671768,3.951319456,19.43482018,3.341
61.51960754,61.55849075,61.36550903,61.37879944,3.941821337,19.47429085,3.351
61.64115143,61.67993546,61.48726654,61.50058746,3.932063103,19.51366806,3.361
61.76263046,61.80122757,61.60869217,61.62205887,3.922269583,19.55294609,3.371
61.88381958,61.92240143,61.72982788,61.74322128,3.91258049,19.59212685,3.381
62.00468445,62.0432663,61.85071182,61.8641243,3.903120995,19.63121223,3.391
62.12522125,62.16379166,61.97134399,61.98477173,3.893832207,19.67020416,3.401
62.24544144,62.28397751,62.09172821,62.10516357,3.884619951,19.70910263,3.411
62.36536026,62.40382767,62.21186829,62.22530746,3.875410318,19.74790764,3.421
62.48497772,62.52338791,62.33177567,62.34520721,3.866175175,19.78662109,3.431
62.60433197,62.6427002,62.45146942,62.46488953,3.857043266,19.825243,3.441
62.72341919,62.76176834,62.57095718,62.5843544,3.847975731,19.86377335,3.451
62.84224701,62.8805809,62.69022369,62.70360184,3.838958263,19.90221214,3.461
62.96081924,62.99913025,62.80927658,62.82263565,3.830000162,19.94056129,3.471
63.0790596,63.11743546,62.92813492,62.94145966,3.821040869,19.9788208,3.481
63.19697189,63.23550034,63.04680252,63.06007767,3.812063932,20.01698875,3.491
63.31464005,63.35331345,63.16527176,63.17847824,3.803022146,20.05506897,3.501
63.43208694,63.47087097,63.28354263,63.29666519,3.793924093,20.09305763,3.511
63.54931641,63.58818817,63.40161514,63.41463852,3.784795284,20.13095474,3.521
63.66633224,63.70526505,63.51948929,63.53240204,3.775661945,20.1687603,3.531
63.78314209,63.8221283,63.63717651,63.64996338,3.766599655,20.2064743,3.541
63.89975739,63.93878555,63.75467682,63.7673378,3.757652044,20.24409866,3.551
64.01617432,64.05523682,63.87198639,63.88451385,3.748794317,20.28163338,3.561
64.13240051,64.17147064,63.98909378,64.00148773,3.740006685,20.31908035,3.571
64.24843597,64.2875061,64.10600281,64.11826324,3.731275797,20.35643959,3.581
64.36426544,64.40332794,64.2226944,64.23483276,3.722594738,20.393713,3.591
64.47989655,64.51893616,64.33917999,64.35119629,3.71396184,20.43089867,3.601
64.59534454,64.63432312,64.45544434,64.46734619,3.705358267,20.4679985,3.611
64.71060181,64.74950409,64.57147217,64.58328247,3.696808338,20.50501251,3.621
64.82565308,64.86447144,64.68727875,64.6989975,3.68832016,20.5419426,3.631
64.94049835,64.97921753,64.80285645,64.81449127,3.679894924,20.57878685,3.641
65.05513,65.09375763,64.91819,64.92976379,3.671533346,20.61554718,3.651
65.16954803,65.20806885,65.03328705,65.04480743,3.663235426,20.65222549,3.661
